drone_id,drone_location,time,date,violation_code,violation_message,image_id,image_file
654,5870 Anzinger Junction,18:58,03/02/2018,,,,
655,3 Florence Plaza,11:42,26/01/2017,,,,
656,75475 International Park,21:53,11/10/2019,BRK,broken_component,1.0,http://dummyimage.com/163x246.jpg/5fa2dd/ffffff
657,2554 Lighthouse Bay Alley,3:35,29/05/2018,,,,
658,40240 Oriole Hill,8:52,30/11/2018,,,,
659,43637 Hovde Point,1:48,17/07/2016,,,,
660,9 Sommers Terrace,7:03,07/07/2018,,,,
661,3 Atwood Court,15:36,16/03/2015,,,,
662,94596 Derek Plaza,13:13,05/12/2018,,,,
663,8082 Stone Corner Pass,5:39,18/10/2016,,,,
664,34 Elka Point,3:17,08/09/2016,,,,
665,55781 New Castle Park,3:35,23/02/2019,,,,
666,8743 Quincy Hill,0:18,19/02/2017,BRK,broken_component,0.0,http://dummyimage.com/161x149.jpg/ff4444/ffffff
667,142 Waywood Pass,4:29,07/03/2020,,,,
668,1737 Sherman Crossing,12:38,03/12/2019,,,,
669,5946 Magdeline Street,6:28,17/05/2019,BRK,broken_component,0.0,http://dummyimage.com/221x232.jpg/dddddd/000000
670,1059 Schiller Circle,3:10,31/03/2015,PRK,bad_parking,1.0,http://dummyimage.com/196x135.jpg/5fa2dd/ffffff
671,58099 Manufacturers Park,9:42,29/09/2018,,,,
672,3 Colorado Junction,19:59,17/10/2017,,,,
673,1276 Fairview Avenue,6:03,17/03/2020,,,,
674,74 Logan Alley,6:27,24/07/2017,,,,
675,0 Saint Paul Terrace,18:36,03/04/2016,,,,
676,6 Grim Way,23:27,06/06/2018,,,,
677,04 Crescent Oaks Drive,17:32,24/02/2019,,,,
678,894 Grayhawk Trail,20:05,07/04/2018,,,,
679,553 7th Lane,14:01,24/06/2018,,,,
680,6949 Basil Place,9:21,23/09/2017,,,,
681,62892 Orin Trail,14:41,08/08/2016,,,,
682,390 Browning Drive,17:34,11/08/2015,,,,
683,43954 Forest Point,14:55,19/06/2018,UKN,unknown,0.0,http://dummyimage.com/141x238.jpg/5fa2dd/ffffff
684,82 Elmside Crossing,19:06,18/06/2018,,,,
685,075 Upham Drive,14:32,28/02/2017,BRK,broken_component,0.0,http://dummyimage.com/172x176.jpg/ff4444/ffffff
686,4354 Dahle Trail,14:34,08/03/2016,,,,
687,19827 Cherokee Alley,7:33,31/08/2018,,,,
688,1681 Dexter Circle,3:50,01/09/2019,,,,
689,493 Banding Drive,23:06,06/05/2019,,,,
690,367 Judy Circle,15:54,12/03/2017,BRK,broken_component,0.0,http://dummyimage.com/225x155.jpg/cc0000/ffffff
691,1409 8th Point,10:49,21/10/2015,,,,
692,992 Fairfield Point,5:20,10/04/2016,,,,
693,265 Del Mar Parkway,14:18,12/03/2017,,,,
694,11626 Maryland Center,9:53,28/11/2017,PRK,bad_parking,0.0,http://dummyimage.com/207x165.jpg/cc0000/ffffff
695,42145 Delladonna Court,8:44,26/07/2019,,,,
696,8 Division Point,17:58,15/05/2019,,,,
697,88 Blue Bill Park Circle,0:45,16/05/2016,,,,
698,94388 Hallows Terrace,19:42,09/04/2018,BRK,broken_component,1.0,http://dummyimage.com/102x229.jpg/ff4444/ffffff
699,5290 Messerschmidt Center,22:46,17/02/2015,PRK,bad_parking,1.0,http://dummyimage.com/225x148.jpg/cc0000/ffffff
700,919 Lakewood Gardens Avenue,5:51,09/06/2015,,,,
701,0450 Esch Center,20:42,20/02/2019,BRK,broken_component,0.0,http://dummyimage.com/157x159.jpg/dddddd/000000
702,40658 Dexter Court,20:53,23/09/2017,,,,
703,831 Johnson Junction,21:39,04/06/2018,,,,
704,22641 Vidon Crossing,22:39,26/02/2020,,,,
705,37566 Miller Trail,23:51,05/01/2020,,,,
706,484 Gale Hill,4:51,13/06/2019,,,,
707,597 Armistice Park,11:33,03/04/2015,,,,
708,79234 Russell Parkway,4:46,05/07/2018,,,,
709,0 Hovde Court,13:23,03/06/2018,,,,
710,6 West Park,10:49,02/08/2017,,,,
711,33 American Way,12:59,02/06/2017,,,,
712,8694 Basil Hill,8:01,16/04/2015,,,,
713,699 Sycamore Trail,10:09,23/11/2015,PRK,bad_parking,1.0,http://dummyimage.com/201x141.jpg/ff4444/ffffff
714,1 Parkside Avenue,2:33,25/10/2016,,,,
715,05 Killdeer Avenue,4:33,27/09/2018,,,,
716,1 Debs Terrace,10:43,07/10/2018,,,,
717,22059 Forest Run Point,19:39,27/03/2015,,,,
718,67811 Pearson Hill,7:28,31/03/2017,,,,
719,67253 Lake View Street,18:16,01/04/2019,,,,
720,51 Kingsford Hill,17:10,25/03/2016,,,,
721,5 Grim Parkway,14:52,17/02/2015,,,,
722,39660 Wayridge Way,7:42,03/04/2019,,,,
723,2 Killdeer Hill,2:52,12/09/2017,,,,
724,43 Basil Parkway,22:15,23/07/2016,,,,
725,1 Sutherland Center,3:56,06/07/2017,,,,
726,544 Derek Place,8:04,19/11/2017,,,,
727,16117 Waubesa Point,6:16,18/11/2018,,,,
728,76 Sutherland Center,16:52,10/09/2019,,,,
729,0365 Meadow Ridge Junction,9:03,21/06/2017,PRK,bad_parking,1.0,http://dummyimage.com/170x150.jpg/cc0000/ffffff
730,1625 Ridgeview Way,21:01,23/02/2020,,,,
731,6 Marcy Pass,5:01,28/11/2017,,,,
732,876 Kipling Trail,15:54,19/11/2015,,,,
733,3 Amoth Crossing,4:49,01/07/2015,,,,
734,30 Lunder Place,20:35,17/10/2019,,,,
735,677 Mendota Lane,21:10,15/04/2018,BRK,broken_component,1.0,http://dummyimage.com/112x155.jpg/5fa2dd/ffffff
736,4 Cottonwood Alley,21:14,06/02/2018,,,,
737,9 Lakewood Gardens Street,9:20,02/08/2017,,,,
738,2392 Homewood Drive,14:22,13/09/2019,,,,
739,3772 Roth Terrace,11:51,20/01/2018,,,,
740,58 Lindbergh Court,6:07,14/12/2017,,,,
741,91 Hollow Ridge Drive,22:46,22/04/2017,PRK,bad_parking,1.0,http://dummyimage.com/199x140.jpg/dddddd/000000
742,4468 Tennessee Park,14:06,26/03/2016,PRK,bad_parking,0.0,http://dummyimage.com/210x114.jpg/cc0000/ffffff
743,8 Schurz Point,3:55,25/11/2015,,,,
744,5 Loomis Alley,9:55,26/12/2016,,,,
745,224 Nancy Plaza,19:25,31/12/2017,,,,
746,24890 Brown Road,5:49,08/05/2019,BRK,broken_component,1.0,http://dummyimage.com/114x171.jpg/cc0000/ffffff
747,09325 Gerald Pass,3:16,07/03/2015,,,,
748,806 Chive Road,1:37,18/08/2019,,,,
749,616 Superior Drive,13:24,25/04/2020,,,,
750,1 Trailsway Parkway,2:40,19/03/2019,BRK,broken_component,1.0,http://dummyimage.com/239x195.jpg/ff4444/ffffff
751,1 7th Terrace,5:44,21/12/2015,UKN,unknown,1.0,http://dummyimage.com/236x230.jpg/ff4444/ffffff
752,7027 Sycamore Plaza,9:52,24/08/2016,BRK,broken_component,1.0,http://dummyimage.com/118x185.jpg/ff4444/ffffff
753,55510 2nd Park,14:24,28/08/2016,,,,
754,767 Onsgard Parkway,23:19,28/12/2018,,,,
755,871 Lukken Plaza,7:01,03/10/2017,,,,
756,6 Sugar Trail,19:22,03/05/2017,,,,
757,7 Colorado Crossing,18:55,23/04/2019,,,,
758,0400 Doe Crossing Point,17:05,10/08/2015,,,,
759,6403 Mcbride Avenue,3:25,24/03/2019,,,,
760,52 Dwight Center,9:28,23/08/2019,,,,
761,7 Eastlawn Junction,15:29,24/04/2016,,,,
762,731 Stoughton Junction,3:06,06/03/2018,,,,
763,1 Stephen Trail,16:02,31/03/2017,,,,
764,596 Park Meadow Hill,14:37,20/01/2020,UKN,unknown,1.0,http://dummyimage.com/246x208.jpg/ff4444/ffffff
765,5 Morrow Point,0:07,30/12/2016,,,,
766,4537 Burning Wood Way,19:58,19/04/2015,,,,
767,7 Mcbride Way,15:46,28/06/2015,,,,
768,28 Ridgeway Center,15:18,15/10/2015,,,,
769,64 Novick Circle,22:35,19/02/2017,,,,
770,375 Oriole Place,14:54,13/06/2016,,,,
771,397 Summit Point,18:18,19/05/2016,,,,
772,121 Cody Hill,10:04,06/06/2015,,,,
773,16 Mifflin Alley,18:56,05/06/2016,,,,
774,7045 Morningstar Drive,21:37,11/03/2018,,,,
775,76 Bonner Plaza,6:32,23/07/2019,,,,
776,4 Esch Court,5:50,23/02/2019,,,,
777,3 Bellgrove Park,23:13,15/06/2019,,,,
778,79308 Dottie Hill,8:30,24/03/2015,,,,
779,186 Swallow Plaza,22:36,27/07/2017,,,,
780,25 Express Trail,18:41,12/07/2017,,,,
781,208 Service Crossing,6:55,05/04/2015,,,,
782,6950 Dawn Hill,4:43,13/02/2017,,,,
783,6 Oneill Terrace,8:07,02/05/2020,,,,
784,3926 Judy Avenue,17:48,23/09/2019,,,,
785,552 Warbler Way,19:54,05/04/2020,,,,
786,96308 Fremont Avenue,15:16,10/01/2015,PRK,bad_parking,1.0,http://dummyimage.com/189x207.jpg/cc0000/ffffff
787,4447 Basil Park,10:40,23/03/2017,,,,
788,191 Walton Pass,16:26,04/01/2018,,,,
789,277 Village Green Lane,8:20,09/09/2017,,,,
790,006 Melody Street,2:30,29/07/2017,,,,
791,30070 Portage Terrace,6:31,11/03/2016,,,,
792,5624 Sycamore Center,12:58,22/05/2017,,,,
793,3624 Moland Circle,1:13,03/12/2018,BRK,broken_component,1.0,http://dummyimage.com/248x202.jpg/dddddd/000000
794,492 Brickson Park Terrace,11:13,10/03/2016,,,,
795,51 Morningstar Lane,10:56,15/01/2015,,,,
796,557 Mifflin Point,8:10,20/03/2019,,,,
797,5427 Fulton Way,15:46,04/05/2015,,,,
798,154 Bunker Hill Street,7:30,30/08/2017,PRK,bad_parking,0.0,http://dummyimage.com/207x107.jpg/5fa2dd/ffffff
799,45390 Warner Avenue,2:22,22/06/2016,,,,
800,55762 Dahle Parkway,13:42,07/03/2015,,,,
801,75794 Raven Center,7:53,28/09/2018,BRK,broken_component,1.0,http://dummyimage.com/216x239.jpg/ff4444/ffffff
802,8267 Everett Place,19:15,24/02/2019,,,,
803,14372 Summer Ridge Alley,22:06,01/04/2016,,,,
804,51 Kim Parkway,21:51,09/03/2016,PRK,bad_parking,0.0,http://dummyimage.com/225x172.jpg/cc0000/ffffff
805,3 Briar Crest Way,22:46,24/12/2018,,,,
806,96031 Chinook Parkway,7:17,30/05/2016,,,,
807,8422 Golf Course Hill,5:35,19/06/2019,,,,
808,035 High Crossing Circle,2:18,01/11/2015,PRK,bad_parking,1.0,http://dummyimage.com/134x143.jpg/cc0000/ffffff
809,59758 Sachtjen Trail,6:02,01/08/2016,,,,
810,62 Jenifer Place,19:45,03/03/2015,,,,
811,86 Cambridge Junction,20:19,07/01/2015,,,,
812,39 Bunting Circle,20:36,12/01/2016,,,,
813,0 Manley Pass,21:52,08/04/2015,,,,
814,60072 Brown Way,3:09,28/12/2016,,,,
815,1789 Artisan Plaza,11:54,28/06/2019,,,,
816,035 Carey Crossing,1:16,24/02/2015,,,,
817,2 Ryan Alley,11:43,15/08/2018,BRK,broken_component,0.0,http://dummyimage.com/170x193.jpg/dddddd/000000
818,15048 Ruskin Hill,20:53,18/06/2016,,,,
819,67017 Redwing Alley,8:16,09/03/2018,,,,
820,2 Hintze Crossing,17:35,23/01/2017,,,,
821,21 Carpenter Plaza,23:53,29/04/2016,,,,
822,6115 Porter Drive,1:05,11/11/2019,,,,
823,9 Surrey Parkway,3:46,10/10/2016,,,,
824,364 Debs Drive,23:02,10/10/2018,,,,
825,59 Tennessee Way,8:33,08/12/2016,,,,
826,10031 Maple Circle,22:53,09/01/2015,,,,
827,17 Sachtjen Avenue,4:05,23/12/2019,,,,
828,47926 Anniversary Parkway,14:03,27/02/2015,,,,
829,2 Sachs Alley,21:54,27/06/2015,,,,
830,04523 2nd Pass,0:22,05/05/2016,,,,
831,9523 Lighthouse Bay Crossing,21:57,09/04/2020,,,,
832,33315 Pleasure Hill,15:04,25/03/2016,,,,
833,290 Gale Place,13:50,20/03/2020,,,,
834,474 Nevada Way,3:39,21/01/2020,,,,
835,81787 Southridge Plaza,11:52,14/05/2018,,,,
836,23203 Esch Crossing,19:10,03/01/2017,BRK,broken_component,0.0,http://dummyimage.com/241x115.jpg/5fa2dd/ffffff
837,28 Union Hill,8:42,01/04/2016,,,,
838,6 Atwood Plaza,11:00,20/01/2019,,,,
839,372 Westend Place,16:59,30/06/2019,,,,
840,44804 Duke Center,17:58,15/01/2020,,,,
841,49553 Burning Wood Pass,17:22,18/02/2017,,,,
842,9396 Marquette Street,8:59,05/11/2017,,,,
843,4208 Green Ridge Street,18:43,03/09/2019,,,,
844,6394 Northport Junction,18:56,25/04/2020,,,,
845,818 Merry Junction,2:44,29/08/2019,,,,
846,11 Warbler Hill,3:11,22/10/2018,PRK,bad_parking,1.0,http://dummyimage.com/165x127.jpg/ff4444/ffffff
847,0511 Mcguire Place,4:31,23/06/2019,,,,
848,97 Pawling Terrace,0:45,06/02/2015,,,,
849,70 Nancy Circle,1:01,04/04/2018,BRK,broken_component,1.0,http://dummyimage.com/219x205.jpg/5fa2dd/ffffff
850,352 Corscot Terrace,12:06,20/08/2018,,,,
851,7 Thompson Circle,19:33,25/01/2018,PRK,bad_parking,1.0,http://dummyimage.com/196x189.jpg/dddddd/000000
852,77 Sommers Hill,18:40,26/01/2018,,,,
853,31 Rutledge Parkway,18:12,20/09/2015,,,,
854,22 Dapin Parkway,21:33,14/08/2016,UKN,unknown,0.0,http://dummyimage.com/188x233.jpg/5fa2dd/ffffff
855,182 Manitowish Drive,7:08,02/12/2018,,,,
856,98 Sycamore Pass,1:47,21/09/2016,,,,
857,48244 Hansons Lane,13:07,07/03/2020,,,,
858,7 Ridgeview Drive,13:36,19/06/2015,,,,
859,5 Reindahl Hill,12:29,28/10/2018,,,,
860,450 Oxford Plaza,7:35,08/05/2017,,,,
861,7 Crescent Oaks Junction,18:11,07/10/2018,,,,
862,1793 Pawling Junction,22:53,20/03/2018,BRK,broken_component,0.0,http://dummyimage.com/100x221.jpg/ff4444/ffffff
863,04 Paget Plaza,2:50,04/04/2019,,,,
864,73066 Schmedeman Center,17:45,18/07/2017,,,,
865,0 North Circle,4:23,25/01/2018,PRK,bad_parking,0.0,http://dummyimage.com/188x157.jpg/ff4444/ffffff
866,5186 Kensington Court,13:12,02/08/2018,,,,
867,76 Talmadge Terrace,22:04,29/11/2017,,,,
868,93 Cody Park,1:43,25/03/2020,,,,
869,9 Anzinger Center,12:39,27/09/2018,,,,
870,188 Truax Park,21:44,06/03/2016,,,,
871,21 Fieldstone Point,14:47,18/04/2018,,,,
872,30804 Warbler Crossing,0:07,23/02/2018,,,,
873,13 Texas Court,18:12,15/06/2015,,,,
874,344 Loomis Park,23:34,20/12/2015,,,,
875,2728 Starling Drive,4:45,17/08/2015,,,,
876,1 Carberry Hill,15:47,20/01/2016,,,,
877,532 Little Fleur Hill,19:40,08/04/2015,,,,
878,3 Barnett Park,19:57,10/03/2019,,,,
879,144 Kedzie Place,1:30,13/06/2016,,,,
880,33 Mcguire Lane,8:32,04/05/2018,,,,
881,0741 Arapahoe Circle,13:50,18/03/2016,,,,
882,3 Crownhardt Drive,14:22,30/03/2015,BRK,broken_component,1.0,http://dummyimage.com/116x159.jpg/cc0000/ffffff
883,27 Hallows Pass,12:10,11/08/2015,,,,
884,24 Shopko Center,0:59,06/12/2017,UKN,unknown,0.0,http://dummyimage.com/190x249.jpg/5fa2dd/ffffff
885,3411 Mandrake Court,23:26,18/02/2018,,,,
886,64922 Oak Point,13:25,26/11/2017,,,,
887,532 Forest Way,11:39,28/02/2020,,,,
888,6736 Scott Junction,19:17,27/10/2019,,,,
889,55 Erie Street,22:15,20/08/2017,,,,
890,96 Veith Street,18:15,29/11/2017,,,,
891,2779 Autumn Leaf Road,14:02,19/02/2015,,,,
892,56 Division Drive,3:19,16/01/2020,,,,
893,1 Forster Point,11:50,04/08/2016,,,,
894,14 Summit Place,1:01,09/12/2018,PRK,bad_parking,1.0,http://dummyimage.com/145x230.jpg/cc0000/ffffff
895,4 Laurel Avenue,17:36,14/07/2019,,,,
896,9831 Green Terrace,7:38,03/11/2019,BRK,broken_component,1.0,http://dummyimage.com/143x134.jpg/dddddd/000000
897,4194 Wayridge Hill,17:05,25/05/2019,,,,
898,7477 Tennessee Plaza,4:35,03/08/2019,PRK,bad_parking,1.0,http://dummyimage.com/144x196.jpg/dddddd/000000
899,2967 Myrtle Pass,12:24,11/06/2016,PRK,bad_parking,1.0,http://dummyimage.com/236x198.jpg/ff4444/ffffff
900,50071 Oxford Hill,13:10,01/12/2018,,,,
901,7 Bartelt Terrace,5:48,05/04/2020,,,,
902,5 Riverside Drive,20:04,09/06/2018,PRK,bad_parking,1.0,http://dummyimage.com/115x163.jpg/dddddd/000000
903,37528 American Street,13:06,02/08/2019,PRK,bad_parking,0.0,http://dummyimage.com/219x115.jpg/cc0000/ffffff
904,00 Mitchell Junction,8:05,16/10/2015,,,,
905,1 Longview Parkway,4:13,09/10/2015,,,,
906,682 Talmadge Place,6:56,15/09/2017,,,,
907,03 Lake View Plaza,9:30,21/03/2015,,,,
908,21 Tennessee Place,23:54,03/01/2018,PRK,bad_parking,1.0,http://dummyimage.com/183x247.jpg/dddddd/000000
909,67 Corben Crossing,20:42,07/08/2016,,,,
910,12761 Colorado Pass,9:29,07/10/2015,BRK,broken_component,0.0,http://dummyimage.com/162x115.jpg/5fa2dd/ffffff
911,12350 Redwing Place,3:58,26/04/2016,,,,
912,085 Loftsgordon Road,10:25,19/01/2020,,,,
913,3871 Moose Plaza,5:34,03/07/2018,,,,
914,4762 Atwood Lane,15:57,13/02/2020,,,,
915,18745 Darwin Road,18:26,24/10/2015,,,,
916,61 Forest Dale Park,10:14,14/11/2018,,,,
917,7199 Buell Way,21:34,24/04/2016,,,,
918,246 Vermont Center,17:25,29/04/2016,,,,
919,9300 Shoshone Lane,0:29,03/12/2018,,,,
920,1 Lyons Trail,17:07,29/12/2017,,,,
921,5818 Maryland Street,16:38,03/05/2016,,,,
922,492 Bellgrove Trail,8:24,26/09/2019,,,,
923,880 Main Circle,10:03,15/04/2015,,,,
924,8107 Bunting Park,23:15,16/11/2017,,,,
925,96 Scofield Junction,12:53,21/08/2019,BRK,broken_component,1.0,http://dummyimage.com/238x124.jpg/5fa2dd/ffffff
926,7 Mockingbird Way,6:51,26/11/2018,,,,
927,0 Superior Terrace,7:44,04/01/2017,,,,
928,5667 Claremont Parkway,8:38,14/08/2018,,,,
929,1737 Kipling Lane,17:38,14/07/2016,,,,
930,8 Valley Edge Circle,9:38,18/05/2015,UKN,unknown,1.0,http://dummyimage.com/166x110.jpg/dddddd/000000
931,9 Declaration Road,13:19,20/12/2016,,,,
932,73 Pond Circle,21:39,21/09/2018,,,,
933,25 Nova Alley,2:28,23/05/2015,,,,
934,9240 Superior Street,11:24,09/09/2019,PRK,bad_parking,0.0,http://dummyimage.com/204x140.jpg/5fa2dd/ffffff
935,11264 Northland Pass,16:30,06/07/2016,,,,
936,56 Calypso Point,22:22,03/09/2017,PRK,bad_parking,1.0,http://dummyimage.com/195x201.jpg/cc0000/ffffff
937,8325 Dorton Parkway,5:29,16/03/2015,,,,
938,1477 Welch Lane,13:30,05/03/2019,,,,
939,8821 Tennessee Place,0:07,22/04/2019,,,,
940,30 Weeping Birch Place,11:00,04/08/2015,,,,
941,394 Heffernan Alley,8:06,11/01/2018,BRK,broken_component,0.0,http://dummyimage.com/103x167.jpg/dddddd/000000
942,10474 Montana Circle,16:05,03/11/2018,,,,
943,0 Stone Corner Center,21:28,07/02/2020,,,,
944,15567 Parkside Hill,14:38,21/09/2015,,,,
945,93 Bluejay Crossing,1:46,15/11/2016,,,,
946,35585 Summer Ridge Plaza,19:16,20/05/2015,,,,
947,1 Petterle Crossing,17:38,16/02/2015,,,,
948,3 Jenifer Junction,7:05,13/10/2017,,,,
949,6574 Dahle Road,20:10,29/01/2019,,,,
950,0 Melvin Junction,13:55,02/07/2016,PRK,bad_parking,0.0,http://dummyimage.com/206x245.jpg/5fa2dd/ffffff
951,9988 Jay Park,5:48,13/05/2015,,,,
952,7 Talisman Road,19:08,16/09/2017,,,,
953,89 Basil Way,15:23,14/02/2017,,,,
954,4 Corben Park,4:57,26/09/2019,,,,
955,8 Maple Wood Trail,2:45,19/01/2020,,,,
956,9 Rusk Court,13:30,30/11/2015,PRK,bad_parking,0.0,http://dummyimage.com/125x200.jpg/dddddd/000000
957,3 Straubel Terrace,5:41,24/05/2018,,,,
958,35790 Pankratz Place,13:41,06/01/2019,,,,
959,4 Dapin Point,6:21,26/04/2016,PRK,bad_parking,1.0,http://dummyimage.com/202x135.jpg/5fa2dd/ffffff
960,25 Veith Road,15:56,25/08/2015,,,,
961,3 Village Hill,2:01,14/07/2015,,,,
962,3 Chive Way,19:40,01/01/2020,PRK,bad_parking,1.0,http://dummyimage.com/105x221.jpg/5fa2dd/ffffff
963,5 Banding Road,19:50,30/07/2015,,,,
964,9 Banding Road,19:41,21/11/2015,PRK,bad_parking,1.0,http://dummyimage.com/173x191.jpg/5fa2dd/ffffff
965,7 Golf Lane,12:54,19/04/2018,,,,
966,7916 Memorial Road,17:43,22/07/2015,,,,
967,52 Jana Junction,18:05,29/01/2019,,,,
968,89 Laurel Alley,19:19,28/08/2019,,,,
969,744 Russell Alley,5:17,03/10/2015,PRK,bad_parking,0.0,http://dummyimage.com/223x242.jpg/ff4444/ffffff
970,489 Rutledge Lane,11:38,30/10/2017,PRK,bad_parking,0.0,http://dummyimage.com/140x194.jpg/cc0000/ffffff
971,540 Superior Avenue,10:27,11/09/2019,,,,
972,44402 Prairie Rose Place,14:23,01/08/2017,,,,
973,419 Evergreen Alley,16:13,22/03/2017,,,,
974,9486 Stoughton Plaza,5:38,08/05/2016,,,,
975,29829 Northview Plaza,1:38,22/01/2016,,,,
976,4899 Longview Place,15:35,22/07/2017,,,,
977,8 Delladonna Avenue,15:37,05/07/2017,,,,
978,158 Knutson Parkway,23:57,17/01/2016,,,,
979,1 La Follette Plaza,14:06,20/09/2017,,,,
980,974 Manley Point,21:57,31/10/2019,,,,
981,815 Atwood Crossing,21:02,26/09/2016,,,,
982,6 Myrtle Terrace,19:50,06/12/2018,,,,
983,5558 Kennedy Alley,7:25,06/02/2017,,,,
984,94567 Nobel Drive,18:01,24/02/2017,,,,
985,38 8th Parkway,10:24,26/10/2018,,,,
986,041 Cordelia Road,19:03,22/02/2020,,,,
987,41 Eagan Pass,6:54,08/08/2018,PRK,bad_parking,0.0,http://dummyimage.com/140x188.jpg/ff4444/ffffff
988,156 Pleasure Court,2:28,11/10/2017,,,,
989,18 Meadow Valley Circle,20:50,18/04/2015,,,,
990,6 David Crossing,5:07,28/04/2016,,,,
991,4 Browning Alley,14:30,27/08/2017,,,,
992,3 Crowley Trail,7:11,01/04/2020,,,,
993,9985 Union Crossing,9:44,15/06/2015,,,,
994,276 Mendota Point,12:27,21/12/2015,,,,
995,0 Laurel Trail,12:18,02/05/2016,,,,
996,84 Forest Run Road,5:52,30/06/2016,,,,
997,75964 Vahlen Pass,7:25,08/01/2020,,,,
998,584 Forest Place,22:27,11/07/2018,UKN,unknown,0.0,http://dummyimage.com/145x143.jpg/5fa2dd/ffffff
999,84186 Sunnyside Drive,5:47,05/12/2017,,,,
1000,6797 Holy Cross Lane,22:23,29/07/2015,,,,
1,83185 Forest Dale Place,1:11,31/10/2017,BRK,broken_component,0.0,http://dummyimage.com/197x185.jpg/dddddd/000000
2,38049 Little Fleur Circle,4:40,28/07/2015,,,,
3,5 Sycamore Alley,22:21,12/03/2020,,,,
4,917 Bonner Court,12:02,28/08/2018,,,,
5,654 Eliot Avenue,12:44,31/03/2020,,,,
6,8 Quincy Crossing,19:30,22/08/2017,,,,
7,187 Hovde Street,22:36,05/10/2018,,,,
8,07 Jenifer Lane,23:44,20/12/2016,,,,
9,16 Brentwood Avenue,4:32,17/01/2019,,,,
10,6225 Shelley Avenue,4:28,21/08/2018,,,,
11,22481 Crest Line Court,16:28,17/08/2016,,,,
12,6 Old Gate Hill,5:40,19/12/2016,,,,
13,3 Veith Trail,12:36,23/01/2015,PRK,bad_parking,1.0,http://dummyimage.com/241x243.jpg/dddddd/000000
14,2980 Gulseth Plaza,15:11,14/10/2015,BRK,broken_component,0.0,http://dummyimage.com/151x162.jpg/dddddd/000000
15,192 Golf Course Hill,2:19,02/04/2015,,,,
16,601 Kingsford Avenue,17:53,14/01/2018,,,,
17,3300 Ludington Alley,9:26,05/04/2017,,,,
18,161 Bonner Point,12:56,06/06/2016,BRK,broken_component,1.0,http://dummyimage.com/220x243.jpg/cc0000/ffffff
19,6 Mcguire Hill,0:13,13/10/2019,,,,
20,976 Jackson Junction,19:46,18/02/2019,,,,
21,82727 Westridge Trail,5:03,24/04/2016,,,,
22,74 Sage Junction,13:48,11/03/2017,,,,
23,5649 East Terrace,22:58,16/02/2016,,,,
24,5 Manley Way,13:47,31/07/2018,,,,
25,857 Bellgrove Point,8:56,25/07/2019,,,,
26,45441 Bluejay Point,2:40,02/05/2020,,,,
27,8011 Myrtle Terrace,18:19,30/01/2018,,,,
28,19 Fordem Pass,22:40,16/11/2015,,,,
29,77137 Dahle Point,10:31,07/03/2020,,,,
30,852 Truax Crossing,17:31,06/09/2016,,,,
31,34 Atwood Junction,8:57,03/12/2019,BRK,broken_component,1.0,http://dummyimage.com/185x239.jpg/dddddd/000000
32,35 Schurz Circle,2:53,29/01/2018,,,,
33,8 Golf Circle,4:38,02/01/2019,,,,
34,582 Arkansas Point,0:14,03/05/2018,PRK,bad_parking,0.0,http://dummyimage.com/215x202.jpg/ff4444/ffffff
35,9683 Merchant Way,18:06,21/03/2017,,,,
36,91350 Derek Terrace,0:57,12/10/2015,,,,
37,400 Waxwing Place,6:56,12/01/2019,,,,
38,71 Troy Plaza,20:56,23/03/2017,,,,
39,3926 Canary Drive,22:44,13/08/2016,,,,
40,73 Sutteridge Terrace,10:20,26/06/2018,,,,
41,786 3rd Circle,21:53,28/01/2020,,,,
42,9 Lunder Court,18:05,21/06/2017,PRK,bad_parking,0.0,http://dummyimage.com/157x110.jpg/5fa2dd/ffffff
43,082 Morrow Place,22:03,07/02/2020,,,,
44,37 Sunnyside Road,2:47,05/10/2015,,,,
45,872 Delaware Street,0:18,25/03/2020,,,,
46,53 Almo Parkway,6:19,11/02/2015,,,,
47,44816 Warrior Crossing,5:05,05/08/2015,,,,
48,36245 Elka Center,1:46,18/03/2020,,,,
49,04 Beilfuss Pass,1:17,28/01/2020,,,,
50,8 Sycamore Street,9:38,04/09/2015,,,,
51,5 Northridge Parkway,3:52,04/09/2019,UKN,unknown,1.0,http://dummyimage.com/249x149.jpg/cc0000/ffffff
52,804 South Lane,22:36,19/10/2015,,,,
53,694 Rockefeller Parkway,12:06,13/04/2020,,,,
54,06430 Golden Leaf Lane,2:28,23/04/2019,,,,
55,36 Morningstar Place,7:12,31/03/2020,PRK,bad_parking,1.0,http://dummyimage.com/134x158.jpg/ff4444/ffffff
56,24320 Holy Cross Junction,18:07,18/12/2017,PRK,bad_parking,0.0,http://dummyimage.com/156x215.jpg/cc0000/ffffff
57,422 Moulton Pass,8:42,09/01/2019,,,,
58,5 Waxwing Court,21:38,17/10/2016,,,,
59,1366 Bluestem Avenue,15:38,23/02/2017,,,,
60,602 Petterle Drive,14:08,18/05/2015,,,,
61,0592 Lien Lane,15:03,28/02/2019,,,,
62,80652 Golf View Junction,22:03,02/08/2017,,,,
63,4705 Springs Center,0:05,16/08/2019,,,,
64,0 Nancy Alley,20:01,31/08/2017,,,,
65,968 Village Alley,15:16,25/04/2020,,,,
66,400 2nd Road,3:40,29/04/2020,,,,
67,82 Shasta Alley,5:57,13/11/2018,,,,
